,fraud_count,legit_count,fraud_ratio,total_count
ticket,4,74,0.05333333333333334,78
rfp,4,74,0.05333333333333334,78
vehicle,13,243,0.05327868852459016,256
part,221,4147,0.05327868852459016,4368
note,13,243,0.05327868852459016,256
being,66,1238,0.053268765133171914,1304
reports,117,2196,0.05325443786982249,2313
comprehensive,32,600,0.05324459234608985,632
sleeves,5,93,0.05319148936170213,98
party,18,338,0.05309734513274336,356
teach,8,150,0.052980132450331126,158
close,37,698,0.05293276108726753,735
include,169,3193,0.05291170945522855,3362
leave,10,188,0.05291005291005291,198
access,35,661,0.052870090634441085,696
response,12,226,0.05286343612334802,238
leader,62,1172,0.05285592497868713,1234
assignments,17,321,0.052795031055900624,338
into,164,3106,0.052784036047634375,3270
comes,9,170,0.05263157894736842,179
routing,4,75,0.05263157894736842,79
upload,4,75,0.05263157894736842,79
every,89,1690,0.05263157894736842,1779
spectrum,3,56,0.05263157894736842,59
coordinating,16,303,0.05263157894736842,319
invoicing,3,56,0.05263157894736842,59
interfacing,3,56,0.05263157894736842,59
phenomenal,3,56,0.05263157894736842,59
anticipate,4,75,0.05263157894736842,79
establishment,6,113,0.05263157894736842,119
changes,36,684,0.052554744525547446,720
excellent,94,1788,0.05254332029066518,1882
person,88,1674,0.05253731343283582,1762
years,153,2912,0.05252317198764161,3065
model,22,418,0.05250596658711217,440
each,97,1847,0.05248917748917749,1944
types,16,304,0.05245901639344262,320
architecture,36,686,0.05240174672489083,722
among,11,209,0.05238095238095238,220
including,242,4620,0.05236961696602467,4862
modules,8,152,0.05228758169934641,160
issues,98,1876,0.05221097496004262,1974
agent,18,344,0.05217391304347826,362
transactions,16,306,0.05211726384364821,322
prepare,42,805,0.052109181141439205,847
increasingly,5,95,0.052083333333333336,100
looking,435,8362,0.0520148272151142,8797
both,115,2212,0.051965657478535925,2327
day,162,3117,0.05195638229634381,3279
dallas,4,76,0.05194805194805195,80
association,10,192,0.05181347150259067,202
region,16,308,0.05177993527508091,324
recommendations,30,579,0.05172413793103448,609
arise,6,115,0.05172413793103448,121
wonderful,3,57,0.05172413793103448,60
bidding,3,57,0.05172413793103448,60
this,603,11680,0.051622292611933907,12283
technology,184,3564,0.05161290322580645,3748
evaluations,5,96,0.05154639175257732,101
efforts,35,678,0.05154639175257732,713
problems,81,1571,0.05152671755725191,1652
margin,12,232,0.05150214592274678,244
oral,13,252,0.05138339920948617,265
fellow,4,77,0.05128205128205128,81
machinery,6,116,0.05128205128205128,122
win,6,116,0.05128205128205128,122
annual,25,487,0.05122950819672131,512
developed,13,253,0.051181102362204724,266
procedure,20,390,0.05115089514066496,410
nbsp,49,959,0.051041666666666666,1008
parent,5,97,0.05102040816326531,102
banking,15,293,0.05102040816326531,308
rsquo,5,97,0.05102040816326531,102
books,5,97,0.05102040816326531,102
monitoring,41,803,0.05099502487562189,844
assistance,30,588,0.050933786078098474,618
conducts,3,58,0.05084745762711865,61
methods,18,353,0.05084745762711865,371
lighting,3,58,0.05084745762711865,61
buildings,3,58,0.05084745762711865,61
evangelist,3,58,0.05084745762711865,61
focus,53,1043,0.05076628352490421,1096
purchasing,10,196,0.050761421319796954,206
human,35,689,0.050724637681159424,724
health,75,1478,0.05070993914807302,1553
designs,30,591,0.05067567567567568,621
concept,15,295,0.05067567567567568,310
group,57,1125,0.050621669626998225,1182
openings,37,730,0.0506155950752394,767
style,26,513,0.05058365758754864,539
push,9,177,0.05056179775280899,186
company,493,9758,0.05051747105236192,10251
talking,5,98,0.050505050505050504,103
erp,5,98,0.050505050505050504,103
contribution,5,98,0.050505050505050504,103
meals,5,98,0.050505050505050504,103
clinical,22,435,0.05045871559633028,457
installation,19,376,0.050397877984084884,395
against,14,277,0.050359712230215826,291
generated,7,138,0.050359712230215826,145
qualify,8,158,0.050314465408805034,166
ambitious,24,476,0.050314465408805034,500
self,65,1291,0.05030959752321981,1356
increase,31,616,0.050243111831442464,647
all,594,11827,0.05021981738248225,12421
customer,518,10339,0.050096711798839455,10857
experience,501,10018,0.05000499051801577,10519
issued,4,79,0.05,83
privately,6,119,0.05,125
basis,43,859,0.05,902
masters,3,59,0.05,62
geographic,6,119,0.05,125
streams,4,79,0.05,83
printed,3,59,0.05,62
electronics,7,139,0.05,146
projects,183,3660,0.04998634252936356,3843
patient,38,761,0.049868766404199474,799
plan,78,1568,0.0497131931166348,1646
commission,16,321,0.049689440993788817,337
employee,59,1188,0.0496215306980656,1247
collection,19,382,0.04960835509138381,401
throughout,44,886,0.0496054114994363,930
seriously,6,120,0.049586776859504134,126
improvements,18,362,0.049586776859504134,380
functional,54,1088,0.049586776859504134,1142
presented,5,100,0.04950495049504951,105
acceptable,5,100,0.04950495049504951,105
problem,48,972,0.04933196300102775,1020
accounts,67,1358,0.049300956585724795,1425
critical,37,750,0.0492676431424767,787
capacity,13,263,0.04924242424242424,276
firm,45,913,0.04923413566739606,958
detailed,27,548,0.04918032786885246,575
lost,3,60,0.04918032786885246,63
vmware,3,60,0.04918032786885246,63
damage,3,60,0.04918032786885246,63
smile,3,60,0.04918032786885246,63
holding,3,60,0.04918032786885246,63
more,218,4432,0.049176629821791114,4650
paid,77,1566,0.04913848117421825,1643
considered,17,345,0.049132947976878616,362
generating,17,345,0.049132947976878616,362
using,118,2402,0.04910528506034124,2520
setting,26,529,0.04905660377358491,555
manage,152,3098,0.04904808002581478,3250
consulting,41,837,0.04892601431980907,878
makes,18,367,0.04891304347826087,385
updating,9,183,0.04891304347826087,192
view,11,224,0.04888888888888889,235
enjoy,32,654,0.04885496183206107,686
effectiveness,14,286,0.04878048780487805,300
clear,20,409,0.04878048780487805,429
completing,10,204,0.04878048780487805,214
dental,10,204,0.04878048780487805,214
when,108,2221,0.048604860486048604,2329
property,17,349,0.04857142857142857,366
advertisers,5,102,0.04854368932038835,107
owners,15,308,0.04854368932038835,323
training,159,3284,0.048401826484018265,3443
for,2194,45333,0.04839634711254246,47527
screen,9,185,0.04838709677419355,194
directives,3,61,0.04838709677419355,64
district,3,61,0.04838709677419355,64
gaps,3,61,0.04838709677419355,64
confident,14,289,0.04827586206896552,303
proposals,15,310,0.04823151125401929,325
execute,47,974,0.048205128205128206,1021
maybe,4,82,0.04819277108433735,86
but,181,3758,0.048151104017025805,3939
national,27,560,0.0481283422459893,587
hires,5,103,0.04807692307692308,108
device,10,207,0.04807692307692308,217
offers,34,707,0.0480225988700565,741
satisfaction,25,520,0.04798464491362764,545
update,19,395,0.047979797979797977,414
physician,7,145,0.04794520547945205,152
supervisory,7,145,0.04794520547945205,152
executive,73,1523,0.047900262467191604,1596
resources,67,1400,0.04782298358315489,1467
master,12,250,0.04780876494023904,262
capabilities,18,377,0.047619047619047616,395
john,3,62,0.047619047619047616,65
formal,6,125,0.047619047619047616,131
organize,11,230,0.047619047619047616,241
listening,6,125,0.047619047619047616,131
centers,8,167,0.047619047619047616,175
analyses,7,146,0.047619047619047616,153
and,8049,169487,0.04749008779382611,177536
regarding,26,547,0.04744525547445255,573
direct,57,1202,0.04738154613466334,1259
current,65,1372,0.04734158776402039,1437
packaging,7,147,0.0472972972972973,154
clearly,12,253,0.047244094488188976,265
raise,5,105,0.04716981132075472,110
taken,5,105,0.04716981132075472,110
before,19,402,0.04714640198511166,421
who,277,5881,0.047092825569534175,6158
appointment,8,169,0.047058823529411764,177
contributor,4,84,0.047058823529411764,88
report,45,956,0.047021943573667714,1001
improve,67,1424,0.047017543859649125,1491
managing,88,1872,0.046983449012279764,1960
third,14,297,0.04697986577181208,311
dollar,7,148,0.04697986577181208,155
latest,24,510,0.046966731898238745,534
succeed,10,212,0.046948356807511735,222
plumbing,3,63,0.046875,66
promising,3,63,0.046875,66
carriers,3,63,0.046875,66
assessment,12,255,0.046875,267
deadlines,21,448,0.0467706013363029,469
automation,23,491,0.046747967479674794,514
read,16,342,0.04664723032069971,358
sustainable,6,128,0.046511627906976744,134
funds,8,171,0.046511627906976744,179
sourcing,12,257,0.046511627906976744,269
willingness,8,171,0.046511627906976744,179
cycle,19,408,0.04645476772616137,427
record,42,904,0.04640883977900553,946
interested,41,883,0.04638009049773756,924
knowledge,148,3194,0.04632237871674491,3342
supportive,5,107,0.046296296296296294,112
develop,179,3866,0.046289113007499355,4045
writers,6,129,0.046153846153846156,135
quotations,3,64,0.046153846153846156,67
reported,3,64,0.046153846153846156,67
collect,9,194,0.046153846153846156,203
union,3,64,0.046153846153846156,67
educational,9,194,0.046153846153846156,203
grant,3,64,0.046153846153846156,67
southern,3,64,0.046153846153846156,67
providing,88,1907,0.04612159329140461,1995
making,59,1279,0.04609375,1338
break,7,151,0.046052631578947366,158
troubleshoot,11,238,0.04602510460251046,249
domain,8,173,0.04597701149425287,181
loss,4,86,0.04597701149425287,90
stellar,4,86,0.04597701149425287,90
directory,4,86,0.04597701149425287,90
optimization,18,391,0.04591836734693878,409
under,43,936,0.04589114194236926,979
logic,5,108,0.045871559633027525,113
email,62,1351,0.04585798816568047,1413
high,199,4341,0.04583141409488715,4540
shall,30,654,0.04580152671755725,684
coach,13,283,0.045774647887323945,296
interpret,7,152,0.0457516339869281,159
phases,7,152,0.0457516339869281,159
coming,8,174,0.045714285714285714,182
make,152,3325,0.045700541190619365,3477
delivered,13,284,0.0456140350877193,297
aspects,41,898,0.04560622914349277,939
exceed,15,328,0.04559270516717325,343
database,44,965,0.045548654244306416,1009
contribute,32,702,0.04551920341394026,734
direction,42,922,0.04550379198266522,964
proof,4,87,0.045454545454545456,91
com,3,65,0.045454545454545456,68
empower,5,109,0.045454545454545456,114
bidi,4,87,0.045454545454545456,91
siemens,3,65,0.045454545454545456,68
upgrades,5,109,0.045454545454545456,114
customers,247,5456,0.04526296499908375,5703
thinking,18,397,0.04522613065326633,415
would,73,1614,0.04520123839009288,1687
prior,15,331,0.045180722891566265,346
interviewing,7,154,0.04516129032258064,161
discuss,7,154,0.04516129032258064,161
talents,6,132,0.045112781954887216,138
font,16,354,0.04507042253521127,370
contacted,4,88,0.0449438202247191,92
worldwide,19,422,0.04491725768321513,441
reach,15,333,0.04491017964071856,348
tests,20,445,0.04484304932735426,465
today,44,981,0.04480651731160896,1025
falls,3,66,0.04477611940298507,69
solution,41,915,0.04475982532751092,956
front,56,1253,0.044657097288676235,1309
lifestyle,5,111,0.044642857142857144,116
regional,22,492,0.04462474645030426,514
buy,7,156,0.044585987261146494,163
the,4317,96933,0.044535457115150515,101250
upon,17,381,0.04450261780104712,398
your,449,10098,0.04445984750965442,10547
with,1774,39902,0.04445781018971005,41676
strong,141,3171,0.044451450189155105,3312
peer,6,134,0.044444444444444446,140
genuine,4,89,0.044444444444444446,93
revenues,6,134,0.044444444444444446,140
trading,8,179,0.044444444444444446,187
followed,4,89,0.044444444444444446,93
great,119,2678,0.044419559537140725,2797
sql,29,652,0.0444104134762634,681
entrepreneurial,24,540,0.04436229205175601,564
attention,37,834,0.04431137724550898,871
ultimately,7,157,0.04430379746835443,164
personal,64,1445,0.04426002766251729,1509
named,5,112,0.04424778761061947,117
works,35,790,0.04424778761061947,825
meeting,30,677,0.04424778761061947,707
opportunity,187,4228,0.04421849136911799,4415
implementing,26,587,0.04421768707482993,613
leadership,66,1492,0.04420629604822505,1558
bill,3,67,0.04411764705882353,70
osha,3,67,0.04411764705882353,70
section,3,67,0.04411764705882353,70
accessories,3,67,0.04411764705882353,70
anything,7,158,0.0440251572327044,165
sound,11,249,0.044,260
loading,4,90,0.04395604395604396,94
sufficient,4,90,0.04395604395604396,94
intellectual,4,90,0.04395604395604396,94
assessing,4,90,0.04395604395604396,94
manufacturer,4,90,0.04395604395604396,94
independent,20,454,0.04395604395604396,474
visibility,5,113,0.043859649122807015,118
busy,11,250,0.043824701195219126,261
which,81,1849,0.04378378378378378,1930
performance,123,2811,0.043741109530583216,2934
near,8,182,0.04371584699453552,190
updates,17,388,0.043701799485861184,405
friday,12,274,0.04363636363636364,286
offer,65,1491,0.0435656836461126,1556
guidelines,25,573,0.04355400696864112,598
that,627,14397,0.04354771496041117,15024
messages,8,183,0.043478260869565216,191
frequently,3,68,0.043478260869565216,71
exists,3,68,0.043478260869565216,71
upgrade,4,91,0.043478260869565216,95
boards,3,68,0.043478260869565216,71
citizens,5,114,0.043478260869565216,119
effort,14,322,0.043343653250773995,336
gather,7,161,0.043209876543209874,168
preferably,7,161,0.043209876543209874,168
recognition,7,161,0.043209876543209874,168
product,325,7554,0.04301786896095301,7879
strategic,54,1255,0.042993630573248405,1309
implementation,61,1418,0.04298801973220578,1479
networks,15,348,0.04297994269340974,363
finding,11,255,0.04296875,266
advice,11,255,0.04296875,266
programs,57,1326,0.04295403165033911,1383
excellence,14,325,0.04294478527607362,339
wants,14,325,0.04294478527607362,339
etl,7,162,0.04294478527607362,169
isn,7,162,0.04294478527607362,169
knowing,3,69,0.04285714285714286,72
practices,53,1236,0.04284559417946645,1289
further,18,420,0.04275534441805225,438
assets,13,304,0.04262295081967213,317
members,80,1877,0.042598509052183174,1957
waiting,4,93,0.0425531914893617,97
non,28,657,0.0425531914893617,685
credit,62,1456,0.0425531914893617,1518
deal,10,234,0.0425531914893617,244
back,40,940,0.04250797024442083,980
enhance,15,352,0.042492917847025496,367
materials,41,964,0.04248704663212435,1005
their,293,6900,0.04245761483842921,7193
files,32,753,0.042440318302387266,785
compelling,10,235,0.0423728813559322,245
difficult,5,117,0.0423728813559322,122
seamless,5,117,0.0423728813559322,122
solve,23,543,0.042279411764705885,566
task,21,496,0.04225352112676056,517
assess,9,212,0.04225352112676056,221
oversee,18,425,0.04225352112676056,443
county,6,141,0.04225352112676056,147
meal,3,70,0.04225352112676056,73
instead,3,70,0.04225352112676056,73
launches,3,70,0.04225352112676056,73
timeline,3,70,0.04225352112676056,73
outside,32,757,0.04221635883905013,789
list,17,402,0.04218362282878412,419
need,101,2394,0.042171189979123176,2495
graphics,7,165,0.04216867469879518,172
fully,14,331,0.04216867469879518,345
medicine,4,94,0.042105263157894736,98
solar,8,189,0.042105263157894736,197
such,77,1830,0.042053522665210265,1907
multiple,60,1427,0.04201680672268908,1487
globe,6,142,0.04195804195804196,148
awareness,15,357,0.04189944134078212,372
heart,15,357,0.04189944134078212,372
directly,70,1673,0.04181600955794504,1743
final,12,286,0.041811846689895474,298
source,25,598,0.041736227045075125,623
rewarded,4,95,0.041666666666666664,99
most,81,1943,0.041666666666666664,2024
parties,11,263,0.041666666666666664,274
states,17,407,0.041666666666666664,424
mission,35,839,0.041666666666666664,874
achieves,3,71,0.041666666666666664,74
rewards,7,167,0.041666666666666664,174
contracting,3,71,0.041666666666666664,74
negotiate,6,143,0.041666666666666664,149
applications,103,2474,0.041616161616161614,2577
influence,10,240,0.04149377593360996,250
status,44,1060,0.04147031102733271,1104
school,39,943,0.0413135593220339,982
interfaces,13,314,0.04126984126984127,327
business,454,11005,0.04125022714882791,11459
gap,4,96,0.041237113402061855,100
lead,123,2988,0.04115088658414185,3111
leading,81,1970,0.0410958904109589,2051
broader,3,72,0.0410958904109589,75
apart,3,72,0.0410958904109589,75
sem,6,145,0.0410958904109589,151
age,10,243,0.040983606557377046,253
machines,5,121,0.040983606557377046,126
therapist,5,121,0.040983606557377046,126
produce,19,463,0.040948275862068964,482
guide,13,317,0.040880503144654086,330
material,28,685,0.04081632653061224,713
minimizing,4,97,0.04081632653061224,101
demonstrate,23,564,0.04070796460176991,587
roll,7,171,0.040697674418604654,178
impact,39,958,0.040667361835245046,997
possess,22,540,0.04066543438077634,562
keeping,16,393,0.04060913705583756,409
onsite,8,196,0.04060913705583756,204
allocation,3,73,0.04054054054054054,76
models,16,394,0.04050632911392405,410
identify,60,1482,0.04045853000674309,1542
layouts,4,98,0.04040404040404041,102
decision,20,494,0.04040404040404041,514
asset,12,296,0.04040404040404041,308
drives,4,98,0.04040404040404041,102
number,28,693,0.040345821325648415,721
recording,5,123,0.04032258064516129,128
world,128,3174,0.04031496062992126,3302
well,169,4192,0.04030527068924398,4361
core,38,943,0.04025423728813559,981
sector,13,322,0.04024767801857585,335
maintaining,51,1267,0.04022082018927445,1318
player,17,422,0.04018912529550828,439
track,40,995,0.040160642570281124,1035
talk,11,273,0.040145985401459854,284
conference,11,273,0.040145985401459854,284
deep,16,398,0.040100250626566414,414
possible,32,798,0.04005006257822278,830
design,247,6173,0.040006478781988986,6420
give,18,449,0.04,467
options,8,199,0.04,207
executives,17,424,0.04,441
innovate,4,99,0.04,103
transition,4,99,0.04,103
logical,3,74,0.04,77
emphasis,6,149,0.04,155
measurement,5,124,0.04,129
purposes,3,74,0.04,77
drug,6,149,0.04,155
publishers,6,149,0.04,155
effectively,50,1250,0.03996802557953637,1300
application,83,2076,0.03996148290804044,2159
groups,14,350,0.039886039886039885,364
have,457,11472,0.039832650570905605,11929
stakeholders,26,652,0.039816232771822356,678
some,102,2561,0.03981264637002342,2663
get,110,2765,0.03976861894432393,2875
where,91,2288,0.039755351681957186,2379
remote,13,326,0.039755351681957186,339
tracking,23,578,0.039723661485319514,601
assisting,27,679,0.039705882352941174,706
brilliant,5,125,0.03968253968253968,130
particularly,5,125,0.03968253968253968,130
while,88,2219,0.03963963963963964,2307
expertise,37,933,0.03961456102783726,970
arrangements,4,100,0.039603960396039604,104
try,4,100,0.039603960396039604,104
write,24,605,0.039603960396039604,629
spaces,4,100,0.039603960396039604,104
let,10,252,0.039525691699604744,262
families,10,252,0.039525691699604744,262
supervisor,33,835,0.039473684210526314,868
skillsability,3,75,0.039473684210526314,78
methodology,8,202,0.03940886699507389,210
market,101,2563,0.03939157566302652,2664
someone,59,1497,0.03938584779706275,1556
courteous,5,126,0.03937007874015748,131
results,54,1371,0.03935860058309038,1425
language,23,586,0.039182282793867124,609
then,60,1533,0.03911342894393742,1593
trends,33,844,0.03905325443786982,877
month,42,1075,0.03903345724907063,1117
table,8,204,0.03902439024390244,212
searching,8,204,0.03902439024390244,212
generalist,3,76,0.03896103896103896,79
corporation,3,76,0.03896103896103896,79
enough,13,333,0.038922155688622756,346
requires,37,951,0.038865546218487396,988
depth,8,205,0.038834951456310676,213
specialists,9,231,0.03879310344827586,240
focused,35,904,0.03867403314917127,939
order,54,1396,0.03865425912670007,1450
define,25,646,0.03863987635239567,671
communities,9,232,0.03862660944206009,241
changing,21,543,0.03860294117647059,564
representatives,18,466,0.03854389721627409,484
decisions,26,674,0.03851851851851852,700
connection,3,77,0.038461538461538464,80
life,55,1429,0.038461538461538464,1484
generate,20,519,0.038461538461538464,539
reconciliations,3,77,0.038461538461538464,80
taking,25,651,0.03834355828220859,676
those,37,964,0.0383419689119171,1001
complex,41,1069,0.038317757009345796,1110
account,98,2557,0.03831118060985145,2655
investment,16,417,0.03827751196172249,433
workplace,7,182,0.03825136612021858,189
organizing,7,182,0.03825136612021858,189
san,27,705,0.03824362606232295,732
residents,6,156,0.03821656050955414,162
scalable,12,313,0.03821656050955414,325
operational,31,811,0.038177339901477834,842
internal,76,1993,0.03811434302908726,2069
cities,8,209,0.0380952380952381,217
managed,12,314,0.0380952380952381,326
help,168,4416,0.03803486529318542,4584
they,110,2895,0.03798342541436464,3005
consideration,6,157,0.0379746835443038,163
state,29,765,0.037859007832898174,794
documentation,50,1322,0.03779289493575208,1372
present,17,449,0.03777777777777778,466
movement,4,105,0.03773584905660377,109
outbound,14,370,0.03773584905660377,384
voice,13,344,0.03768115942028986,357
articles,7,185,0.03763440860215054,192
allow,13,345,0.03757225433526012,358
organized,15,399,0.0375,414
outdoor,3,79,0.0375,82
advocacy,3,79,0.0375,82
promotion,6,159,0.0375,165
involved,22,586,0.03747870528109029,608
loyalty,4,106,0.037383177570093455,110
queries,8,213,0.037383177570093455,221
additionally,5,133,0.03731343283582089,138
aligned,5,133,0.03731343283582089,138
used,26,696,0.03730272596843615,722
contributing,7,187,0.03723404255319149,194
during,37,995,0.03714859437751004,1032
highest,37,995,0.03714859437751004,1032
point,28,754,0.03708609271523179,782
levels,38,1024,0.037073170731707315,1062
aggressively,3,80,0.037037037037037035,83
placements,4,107,0.037037037037037035,111
continuing,5,134,0.037037037037037035,139
joining,13,350,0.037037037037037035,363
paced,39,1052,0.037037037037037035,1091
arrange,3,80,0.037037037037037035,83
errands,3,80,0.037037037037037035,83
intelligence,22,594,0.03697478991596639,616
transportation,10,270,0.03690036900369004,280
site,76,2061,0.03685741998060136,2137
expectations,21,569,0.03684210526315789,590
share,27,732,0.036834924965893585,759
sectors,6,162,0.03680981595092025,168
initiative,12,325,0.03680981595092025,337
attitude,21,571,0.03671328671328671,592
once,16,435,0.03669724770642202,451
domestic,4,108,0.03669724770642202,112
proactive,14,381,0.03664921465968586,395
exchange,7,190,0.03664921465968586,197
history,10,272,0.03663003663003663,282
questions,26,709,0.036619718309859155,735
graduate,9,245,0.036585365853658534,254
escalate,3,81,0.036585365853658534,84
stress,3,81,0.036585365853658534,84
see,22,601,0.036544850498338874,623
journey,5,136,0.0364963503649635,141
assurance,18,494,0.03636363636363636,512
focuses,4,109,0.03636363636363636,113
starter,11,302,0.036303630363036306,313
agreed,7,192,0.03626943005181347,199
city,28,772,0.03622250970245795,800
payment,11,303,0.03618421052631579,314
easy,14,386,0.03617571059431524,400
negotiation,6,165,0.03614457831325301,171
briefs,3,82,0.03614457831325301,85
stay,13,359,0.03611111111111111,372
idea,7,193,0.03608247422680412,200
distribution,14,388,0.03598971722365039,402
successfully,18,500,0.03592814371257485,518
largest,19,528,0.035916824196597356,547
case,16,445,0.03587443946188341,461
interactions,8,222,0.03587443946188341,230
frameworks,10,278,0.035842293906810034,288
through,131,3661,0.03577280174767886,3792
references,4,111,0.03571428571428571,115
host,4,111,0.03571428571428571,115
positive,31,868,0.03567318757192175,899
integration,28,784,0.035668789808917196,812
use,78,2188,0.03563270899954317,2266
grow,53,1487,0.035618279569892476,1540
extraordinary,6,168,0.03550295857988166,174
balance,11,309,0.035483870967741936,320
across,89,2511,0.03542993630573248,2600
plus,39,1102,0.03535811423390753,1141
priority,7,197,0.03535353535353535,204
infrastructure,30,848,0.0353356890459364,878
superior,12,339,0.03529411764705882,351
bilingual,3,84,0.03529411764705882,87
currently,67,1900,0.035244608100999476,1967
nights,5,141,0.035211267605633804,146
gathering,8,227,0.03508771929824561,235
rules,8,227,0.03508771929824561,235
videos,6,170,0.03508771929824561,176
stability,6,170,0.03508771929824561,176
california,8,227,0.03508771929824561,235
techniques,19,541,0.03505535055350553,560
companies,67,1911,0.0350418410041841,1978
technologies,59,1686,0.034973325429756966,1745
returns,3,85,0.03488372093023256,88
ready,18,515,0.03488372093023256,533
headquartered,3,85,0.03488372093023256,88
scheduled,6,171,0.03488372093023256,177
feedback,27,774,0.03483870967741935,801
meetings,38,1091,0.0347985347985348,1129
utilization,4,114,0.034782608695652174,118
interview,20,575,0.034722222222222224,595
shipping,11,316,0.03470031545741325,327
minor,7,201,0.034653465346534656,208
form,9,259,0.03461538461538462,268
based,168,4860,0.03456078996091339,5028
economic,4,115,0.034482758620689655,119
absolutely,3,86,0.034482758620689655,89
limits,3,86,0.034482758620689655,89
year,59,1710,0.034482758620689655,1769
background,27,782,0.034482758620689655,809
suited,3,86,0.034482758620689655,89
allowing,5,144,0.034482758620689655,149
four,6,173,0.034482758620689655,179
grade,3,86,0.034482758620689655,89
new,327,9534,0.034294703723125326,9861
validation,5,145,0.03424657534246575,150
relationship,22,643,0.034161490683229816,665
expert,28,819,0.03414634146341464,847
hadoop,3,87,0.03409090909090909,90
numbers,6,175,0.03409090909090909,181
resolving,8,234,0.03404255319148936,242
etc,76,2235,0.03398926654740608,2311
businesses,34,1002,0.03389830508474576,1036
integrate,8,235,0.03389830508474576,243
original,6,176,0.03389830508474576,182
risks,7,206,0.033816425120772944,213
champion,5,147,0.033783783783783786,152
developing,63,1864,0.033780160857908845,1927
profit,13,384,0.033766233766233764,397
above,14,414,0.033734939759036145,428
asked,3,88,0.033707865168539325,91
casual,3,88,0.033707865168539325,91
you,1042,30956,0.03365959233775883,31998
themselves,7,207,0.03365384615384615,214
sign,7,207,0.03365384615384615,214
accomplish,4,118,0.03361344537815126,122
gives,4,118,0.03361344537815126,122
offered,4,118,0.03361344537815126,122
dealing,8,237,0.03361344537815126,245
ways,15,447,0.033482142857142856,462
locations,18,537,0.03345724907063197,555
retailers,10,298,0.033444816053511704,308
acumen,4,119,0.03333333333333333,123
underwriting,3,89,0.03333333333333333,92
ordering,3,89,0.03333333333333333,92
disciplinary,3,89,0.03333333333333333,92
senior,96,2883,0.033287101248266296,2979
identifying,17,510,0.033268101761252444,527
vision,28,841,0.0332541567695962,869
consistent,13,390,0.03324808184143223,403
date,20,601,0.03322259136212625,621
english,49,1475,0.03319783197831978,1524
out,91,2746,0.03312704768838733,2837
stand,4,120,0.03305785123966942,124
house,16,483,0.03305785123966942,499
contractor,7,211,0.0330188679245283,218
entire,13,393,0.03299492385786802,406
mile,3,90,0.03296703296703297,93
overseeing,5,151,0.03289473684210526,156
special,20,608,0.03284072249589491,628
seen,4,121,0.03278688524590164,125
images,4,121,0.03278688524590164,125
suit,4,121,0.03278688524590164,125
future,44,1343,0.03273809523809524,1387
presentation,10,305,0.032679738562091505,315
one,106,3244,0.03266563944530046,3350
stakeholder,3,91,0.03260869565217391,94
pounds,3,91,0.03260869565217391,94
employment,25,766,0.03259452411994785,791
ensuring,47,1442,0.03257103257103257,1489
adapt,7,214,0.03255813953488372,221
budgeting,4,122,0.032520325203252036,126
bugs,4,122,0.032520325203252036,126
worked,9,276,0.032490974729241874,285
commercial,30,924,0.032432432432432434,954
teams,84,2594,0.03236994219653179,2678
built,17,525,0.03231939163498099,542
much,18,556,0.03231597845601436,574
education,28,866,0.03229527104959631,894
controller,6,185,0.03225806451612903,191
thorough,7,216,0.03225806451612903,223
vice,4,123,0.03225806451612903,127
race,6,185,0.03225806451612903,191
informed,7,216,0.03225806451612903,223
result,7,216,0.03225806451612903,223
fulfill,3,92,0.03225806451612903,95
presentations,17,528,0.03213610586011342,545
collections,8,248,0.0321285140562249,256
regular,22,684,0.032116788321167884,706
partners,44,1369,0.032116788321167884,1413
base,30,934,0.03208556149732621,964
financial,77,2404,0.03201663201663202,2481
shaping,4,124,0.032,128
cards,4,124,0.032,128
details,14,437,0.0319634703196347,451
appearance,3,93,0.031914893617021274,96
transport,3,93,0.031914893617021274,96
peers,6,187,0.031914893617021274,193
energetic,14,438,0.03189066059225513,452
college,11,344,0.03188405797101449,355
releases,8,250,0.03187250996015936,258
patients,20,627,0.03184713375796178,647
federal,14,439,0.031818181818181815,453
prioritize,9,282,0.03180212014134275,291
actively,17,534,0.03177570093457944,551
elements,6,188,0.031746031746031744,194
large,38,1197,0.03171953255425709,1235
care,85,2684,0.03165735567970205,2769
functionality,10,315,0.03164556962025317,325
store,23,726,0.03163686382393398,749
drive,49,1550,0.03159252095422308,1599
recognized,6,189,0.031578947368421054,195
fix,3,94,0.031578947368421054,97
resident,3,94,0.031578947368421054,97
transparency,3,94,0.031578947368421054,97
metrics,17,538,0.03153988868274583,555
equal,15,475,0.031512605042016806,490
quarterly,12,380,0.031496062992125984,392
outgoing,16,507,0.031496062992125984,523
regularly,8,253,0.031496062992125984,261
key,90,2858,0.03147953830010493,2948
now,65,2065,0.03146176185866408,2130
away,6,190,0.031413612565445025,196
match,11,350,0.03133903133903134,361
tool,10,319,0.03125,329
accordingly,3,95,0.03125,98
highly,51,1635,0.03117359413202934,1686
automotive,8,256,0.0311284046692607,264
essential,32,1029,0.031067961165048542,1061
stable,5,160,0.031055900621118012,165
sending,5,160,0.031055900621118012,165
welcome,5,160,0.031055900621118012,165
friendly,29,933,0.031049250535331904,962
various,53,1707,0.031030444964871194,1760
cross,35,1129,0.030973451327433628,1164
until,5,161,0.030864197530864196,166
heavy,12,388,0.030848329048843187,400
better,23,746,0.030789825970548863,769
